t,replicas,running,queued,parked,kv_used,kv_capacity,gpu_util,kv_util
1190.0,8,46,0,12,186267,496000,1.0,0.3755383064516129
1200.0,8,54,0,21,213721,496000,1.0,0.4308891129032258
1210.0,8,62,0,15,223258,496000,1.0,0.450116935483871
1220.0,8,58,0,21,271641,496000,1.0,0.5476633064516129
1230.0,8,35,0,29,242840,496000,1.0,0.4895967741935484
1240.0,8,30,0,15,211668,496000,1.0,0.42675
1250.0,8,22,0,11,185877,496000,1.0,0.37475201612903225
1260.0,8,16,0,6,133514,496000,0.875,0.26918145161290324
1270.0,8,8,0,3,73345,496000,0.75,0.14787298387096776
1280.0,8,3,0,3,43613,496000,0.375,0.08792943548387097
1290.0,8,18,0,4,75292,496000,1.0,0.1517983870967742
1300.0,8,13,0,9,69515,496000,1.0,0.14015120967741934
1310.0,8,9,0,11,67079,496000,0.875,0.1352399193548387
1320.0,8,8,0,4,51180,496000,0.75,0.10318548387096774
1330.0,8,5,0,3,43813,496000,0.5,0.08833266129032258
1340.0,8,13,0,4,59541,496000,0.875,0.12004233870967741
1350.0,8,28,0,5,112866,496000,1.0,0.22755241935483872
1360.0,8,25,0,11,137077,496000,1.0,0.2763649193548387
1370.0,8,30,0,14,162225,496000,1.0,0.32706653225806454
1380.0,8,44,0,15,213660,496000,1.0,0.4307661290322581
1390.0,8,46,0,16,228565,496000,1.0,0.4608165322580645
1400.0,8,28,0,21,199749,496000,1.0,0.40271975806451615
1410.0,8,39,0,15,216385,496000,1.0,0.4362600806451613
1420.0,8,50,0,23,228532,496000,1.0,0.46075
1430.0,8,78,0,20,268623,496000,1.0,0.5415786290322581
1440.0,8,73,0,27,282548,496000,1.0,0.5696532258064516
1450.0,8,77,0,30,310476,496000,1.0,0.6259596774193549
1460.0,8,67,0,28,298451,496000,1.0,0.6017157258064516
1470.0,8,48,0,23,243676,496000,1.0,0.49128225806451614
1480.0,8,38,0,15,217461,496000,1.0,0.438429435483871
1490.0,8,44,0,15,225308,496000,1.0,0.45425
1500.0,8,42,0,11,190073,496000,1.0,0.3832116935483871
1510.0,8,38,0,11,163239,496000,1.0,0.3291108870967742
1520.0,8,25,0,13,140145,496000,0.875,0.28255040322580643
1530.0,8,19,0,8,117816,496000,0.875,0.23753225806451614
1540.0,8,16,0,4,98627,496000,0.875,0.19884475806451613
1550.0,8,6,0,6,56955,496000,0.625,0.11482862903225806
1560.0,8,6,0,2,42187,496000,0.5,0.08505443548387097
1570.0,8,4,0,1,23936,496000,0.375,0.04825806451612903
1580.0,8,4,0,0,19018,496000,0.375,0.03834274193548387
1590.0,8,6,0,3,23526,496000,0.75,0.04743145161290323
1600.0,8,18,0,4,51091,496000,1.0,0.10300604838709677
1610.0,8,24,0,10,92203,496000,1.0,0.18589314516129032
1620.0,8,16,0,13,82413,496000,0.875,0.16615524193548387
1630.0,8,11,0,9,66528,496000,0.75,0.13412903225806452
1640.0,8,23,0,7,85350,496000,1.0,0.17207661290322582
1650.0,8,22,0,11,84395,496000,1.0,0.17015120967741937
1660.0,8,14,0,11,66167,496000,0.875,0.13340120967741936
1670.0,8,7,0,9,52775,496000,0.625,0.10640120967741935
1680.0,8,9,0,1,42895,496000,0.75,0.08648185483870968
1690.0,8,21,0,1,62696,496000,1.0,0.1264032258064516
1700.0,8,41,0,12,112754,496000,1.0,0.2273266129032258
1710.0,8,37,0,23,122548,496000,1.0,0.2470725806451613
1720.0,8,21,0,28,122994,496000,1.0,0.24797177419354838
1730.0,8,29,0,10,110317,496000,1.0,0.2224133064516129
1740.0,8,48,0,9,147958,496000,1.0,0.2983024193548387
1750.0,8,41,0,19,158243,496000,1.0,0.3190383064516129
1760.0,8,24,0,21,141673,496000,1.0,0.2856310483870968
1770.0,8,30,0,18,142126,496000,1.0,0.28654435483870966
1780.0,8,36,0,17,184922,496000,1.0,0.37282661290322583
1790.0,8,48,0,14,221345,496000,1.0,0.4462600806451613
1800.0,8,32,0,17,196637,496000,1.0,0.39644556451612906
1810.0,8,43,0,9,232289,496000,1.0,0.4683245967741935
1820.0,8,39,0,16,210909,496000,1.0,0.4252197580645161
1830.0,8,30,0,14,204788,496000,1.0,0.4128790322580645
1840.0,8,24,0,10,161204,496000,1.0,0.325008064516129
1850.0,8,11,0,11,124735,496000,0.875,0.25148185483870966
1860.0,8,12,0,4,94630,496000,0.875,0.19078629032258065
1870.0,8,9,0,3,68823,496000,1.0,0.13875604838709676
1880.0,8,21,0,1,76584,496000,1.0,0.1544032258064516
1890.0,8,18,0,8,75446,496000,1.0,0.15210887096774195
1900.0,8,26,0,12,118254,496000,1.0,0.23841532258064516
1910.0,8,26,0,9,118145,496000,1.0,0.23819556451612903
1920.0,8,18,0,8,104572,496000,1.0,0.21083064516129033
1930.0,8,10,0,5,61205,496000,0.75,0.12339717741935484
1940.0,8,8,0,0,35963,496000,0.625,0.07250604838709677
1950.0,8,8,0,2,35778,496000,0.75,0.07213306451612904
1960.0,8,11,0,5,49116,496000,1.0,0.0990241935483871
1970.0,8,7,0,8,53498,496000,0.625,0.10785887096774194
1980.0,8,24,0,7,135829,496000,1.0,0.27384879032258064
1990.0,8,41,0,15,222051,496000,1.0,0.44768346774193546
2000.0,8,46,0,15,233890,496000,1.0,0.4715524193548387
2010.0,8,36,0,14,224652,496000,1.0,0.4529274193548387
2020.0,8,40,0,9,251976,496000,1.0,0.508016129032258
2030.0,8,43,0,13,280105,496000,1.0,0.5647278225806451
2040.0,8,32,0,24,285532,496000,1.0,0.5756693548387096
2050.0,8,30,0,15,214986,496000,1.0,0.43343951612903225
2060.0,8,31,0,18,227335,496000,1.0,0.4583366935483871
2070.0,8,24,0,13,172698,496000,1.0,0.3481814516129032
2080.0,8,34,0,11,129339,496000,1.0,0.2607641129032258
2090.0,8,28,0,10,106066,496000,1.0,0.21384274193548386
2100.0,8,26,0,5,102682,496000,0.875,0.20702016129032258
2110.0,8,18,0,4,86670,496000,0.875,0.17473790322580646
2120.0,8,12,0,4,59565,496000,0.75,0.12009072580645161
2130.0,8,10,0,1,35859,496000,0.875,0.07229637096774194
2140.0,8,6,0,0,19938,496000,0.75,0.04019758064516129
2150.0,8,6,0,0,19938,496000,0.75,0.04019758064516129
2160.0,8,3,0,3,19938,496000,0.375,0.04019758064516129
2170.0,8,1,0,2,9272,496000,0.125,0.018693548387096776
2180.0,8,6,0,0,20336,496000,0.75,0.041
2190.0,8,35,0,6,104363,496000,1.0,0.21040927419354838
2200.0,8,33,0,24,137346,496000,1.0,0.2769072580645161
2210.0,8,50,0,11,167054,496000,1.0,0.33680241935483873
2220.0,8,41,0,19,178380,496000,1.0,0.35963709677419353
2230.0,8,35,0,12,174619,496000,1.0,0.35205443548387094
2240.0,8,27,0,7,119621,496000,1.0,0.24117137096774194
2250.0,8,14,0,7,95609,496000,1.0,0.19276008064516129
2260.0,8,12,0,3,71615,496000,1.0,0.14438508064516128
2270.0,8,5,0,3,48406,496000,0.5,0.09759274193548387
2280.0,8,15,0,3,70089,496000,0.875,0.14130846774193548
2290.0,8,40,0,9,139828,496000,1.0,0.28191129032258067
2300.0,8,64,0,21,218107,496000,1.0,0.4397318548387097
2310.0,8,52,0,24,208346,496000,1.0,0.4200524193548387
2320.0,8,37,0,22,205072,496000,1.0,0.4134516129032258
2330.0,8,26,0,14,159650,496000,1.0,0.321875
2340.0,8,23,0,5,141797,496000,1.0,0.28588104838709677
2350.0,8,20,0,9,104010,496000,1.0,0.20969758064516128
2360.0,8,15,0,6,82184,496000,1.0,0.16569354838709677
2370.0,8,12,0,4,56706,496000,0.875,0.11432661290322581
2380.0,8,22,0,4,75285,496000,1.0,0.1517842741935484
2390.0,8,36,0,6,131652,496000,1.0,0.2654274193548387
