t,replicas,running,queued,parked,kv_used,kv_capacity,gpu_util,kv_util
1040.0,8,5,0,0,14231,496000,0.5,0.028691532258064516
1050.0,8,4,0,0,11903,496000,0.375,0.023997983870967743
1060.0,8,4,0,0,11903,496000,0.375,0.023997983870967743
1070.0,8,3,0,0,11903,496000,0.375,0.023997983870967743
1080.0,8,19,0,0,48667,496000,1.0,0.09811895161290322
1090.0,8,89,0,0,261389,496000,1.0,0.5269939516129032
1100.0,8,129,0,0,413487,496000,1.0,0.8336431451612903
1110.0,8,154,0,0,459090,496000,1.0,0.9255846774193548
1120.0,8,118,0,0,392678,496000,1.0,0.7916895161290323
1130.0,8,97,0,0,348193,496000,1.0,0.7020020161290322
1140.0,8,163,0,0,414734,496000,1.0,0.8361572580645161
1150.0,8,147,0,0,377433,496000,1.0,0.760953629032258
1160.0,8,88,0,0,268464,496000,1.0,0.541258064516129
1170.0,8,39,0,0,126119,496000,1.0,0.2542721774193548
1180.0,8,73,0,0,162285,496000,1.0,0.3271875
1190.0,8,166,0,0,394787,496000,1.0,0.7959415322580645
1200.0,8,205,0,0,451440,496000,1.0,0.9101612903225806
1210.0,8,182,0,0,436334,496000,1.0,0.8797056451612904
1220.0,8,207,0,0,450030,496000,1.0,0.9073185483870968
1230.0,8,155,0,0,370103,496000,1.0,0.7461754032258064
1240.0,8,86,0,0,182041,496000,1.0,0.36701814516129033
1250.0,8,48,0,0,93497,496000,0.875,0.18850201612903225
1260.0,8,28,0,0,51653,496000,0.875,0.1041391129032258
1270.0,8,10,0,0,24476,496000,0.75,0.04934677419354839
1280.0,8,4,0,0,13969,496000,0.5,0.028163306451612902
1290.0,8,72,0,0,179056,496000,1.0,0.361
1300.0,8,47,0,0,156626,496000,1.0,0.3157782258064516
1310.0,8,22,0,0,106379,496000,1.0,0.21447379032258065
1320.0,8,14,0,0,81616,496000,1.0,0.1645483870967742
1330.0,8,4,0,0,25464,496000,0.5,0.05133870967741935
1340.0,8,44,0,0,98142,496000,1.0,0.19786693548387096
1350.0,8,78,0,0,246144,496000,1.0,0.496258064516129
1360.0,8,72,0,0,286096,496000,1.0,0.5768064516129032
1370.0,8,94,0,0,343632,496000,1.0,0.6928064516129032
1380.0,8,159,0,0,453099,496000,1.0,0.9135060483870968
1390.0,8,142,0,0,404555,496000,1.0,0.8156350806451613
1400.0,8,103,0,0,331167,496000,1.0,0.6676754032258064
1410.0,8,106,0,0,324813,496000,1.0,0.6548649193548387
1420.0,8,183,0,0,439542,496000,1.0,0.8861733870967742
1430.0,8,252,33,0,455475,496000,1.0,0.918296370967742
1440.0,8,252,19,0,450671,496000,1.0,0.9086108870967742
1450.0,8,253,68,0,454642,496000,1.0,0.916616935483871
1460.0,8,254,21,0,465589,496000,1.0,0.9386875
1470.0,8,194,0,0,355937,496000,1.0,0.7176149193548387
1480.0,8,142,0,0,264267,496000,1.0,0.5327963709677419
1490.0,8,170,0,0,380221,496000,1.0,0.7665745967741936
1500.0,8,142,0,0,366498,496000,1.0,0.7389072580645162
1510.0,8,123,0,0,360250,496000,1.0,0.7263104838709677
1520.0,8,83,0,0,284379,496000,1.0,0.5733447580645161
1530.0,8,41,0,0,171807,496000,1.0,0.34638508064516127
1540.0,8,21,0,0,98249,496000,1.0,0.1980826612903226
1550.0,8,7,0,0,21295,496000,0.75,0.04293346774193548
1560.0,8,4,0,0,12005,496000,0.5,0.024203629032258065
1570.0,8,4,0,0,12005,496000,0.5,0.024203629032258065
1580.0,8,3,0,0,8061,496000,0.375,0.016252016129032258
1590.0,8,27,0,0,69424,496000,1.0,0.13996774193548386
1600.0,8,66,0,0,164603,496000,1.0,0.3318608870967742
1610.0,8,95,0,0,242379,496000,1.0,0.48866733870967743
1620.0,8,46,0,0,162421,496000,1.0,0.3274616935483871
1630.0,8,18,0,0,83297,496000,0.75,0.1679375
1640.0,8,61,0,0,156247,496000,1.0,0.3150141129032258
1650.0,8,73,0,0,200143,496000,1.0,0.4035141129032258
1660.0,8,32,0,0,138425,496000,1.0,0.27908266129032255
1670.0,8,15,0,0,87852,496000,1.0,0.17712096774193548
1680.0,8,7,0,0,44121,496000,0.625,0.08895362903225806
1690.0,8,62,0,0,111855,496000,1.0,0.22551411290322582
1700.0,8,151,0,0,304665,496000,1.0,0.6142439516129032
1710.0,8,128,0,0,323515,496000,1.0,0.6522479838709677
1720.0,8,67,0,0,217699,496000,1.0,0.43890927419354836
1730.0,8,62,0,0,193630,496000,1.0,0.39038306451612903
1740.0,8,153,0,0,393578,496000,1.0,0.7935040322580645
1750.0,8,129,0,0,390632,496000,1.0,0.7875645161290322
1760.0,8,73,0,0,290833,496000,1.0,0.5863568548387097
1770.0,8,85,0,0,303711,496000,1.0,0.612320564516129
1780.0,8,128,0,0,423553,496000,1.0,0.8539375
1790.0,8,148,0,0,411595,496000,1.0,0.8298286290322581
1800.0,8,78,0,0,270927,496000,1.0,0.5462237903225806
1810.0,8,93,0,0,293638,496000,1.0,0.5920120967741935
1820.0,8,122,0,0,341465,496000,1.0,0.6884375
1830.0,8,74,0,0,253493,496000,1.0,0.5110745967741935
1840.0,8,35,0,0,150360,496000,1.0,0.3031451612903226
1850.0,8,16,0,0,82377,496000,0.875,0.1660826612903226
1860.0,8,7,0,0,33599,496000,0.5,0.06773991935483871
1870.0,8,10,0,0,30017,496000,1.0,0.060518145161290324
1880.0,8,61,0,0,144618,496000,1.0,0.2915685483870968
1890.0,8,49,0,0,140929,496000,1.0,0.2841310483870968
1900.0,8,72,0,0,247660,496000,1.0,0.49931451612903227
1910.0,8,67,0,0,268550,496000,1.0,0.5414314516129032
1920.0,8,35,0,0,177611,496000,1.0,0.35808669354838707
1930.0,8,15,0,0,100495,496000,1.0,0.2026108870967742
1940.0,8,9,0,0,58499,496000,0.75,0.11794153225806452
1950.0,8,29,0,0,96393,496000,1.0,0.19434072580645162
1960.0,8,44,0,0,139721,496000,1.0,0.28169556451612904
1970.0,8,21,0,0,90181,496000,1.0,0.18181653225806452
1980.0,8,73,0,0,250967,496000,1.0,0.5059818548387097
1990.0,8,186,0,0,453100,496000,1.0,0.913508064516129
2000.0,8,151,0,0,404499,496000,1.0,0.8155221774193548
2010.0,8,93,0,0,306897,496000,1.0,0.6187439516129032
2020.0,8,100,0,0,284792,496000,1.0,0.5741774193548387
2030.0,8,131,0,0,350111,496000,1.0,0.7058689516129032
2040.0,8,119,0,0,328039,496000,1.0,0.6613689516129032
2050.0,8,68,0,0,184893,496000,1.0,0.3727681451612903
2060.0,8,75,0,0,190675,496000,1.0,0.38442540322580643
2070.0,8,41,0,0,122625,496000,1.0,0.24722782258064516
2080.0,8,86,0,0,193111,496000,1.0,0.38933669354838707
2090.0,8,68,0,0,176386,496000,1.0,0.35561693548387097
2100.0,8,27,0,0,85842,496000,1.0,0.1730685483870968
2110.0,8,13,0,0,38651,496000,0.625,0.07792540322580645
2120.0,8,8,0,0,22785,496000,0.5,0.0459375
2130.0,8,6,0,0,13202,496000,0.5,0.02661693548387097
2140.0,8,5,0,0,11131,496000,0.5,0.022441532258064518
2150.0,8,5,0,0,11131,496000,0.5,0.022441532258064518
2160.0,8,4,0,0,10542,496000,0.375,0.021254032258064517
2170.0,8,1,0,0,1213,496000,0.125,0.002445564516129032
2180.0,8,15,0,0,57087,496000,1.0,0.11509475806451613
2190.0,8,151,0,0,358778,496000,1.0,0.7233427419354839
2200.0,8,160,0,0,414250,496000,1.0,0.8351814516129032
2210.0,8,159,0,0,433411,496000,1.0,0.8738125
2220.0,8,153,0,0,422750,496000,1.0,0.8523185483870968
2230.0,8,109,0,0,353983,496000,1.0,0.7136754032258065
2240.0,8,60,0,0,232649,496000,1.0,0.46905040322580643
2250.0,8,28,0,0,113019,496000,0.875,0.22786088709677418
2260.0,8,10,0,0,23698,496000,0.625,0.047778225806451614
2270.0,8,4,0,0,7871,496000,0.5,0.015868951612903227
2280.0,8,50,0,0,110141,496000,1.0,0.2220584677419355
2290.0,8,129,0,0,300013,496000,1.0,0.6048649193548387
2300.0,8,237,0,0,462694,496000,1.0,0.9328508064516129
2310.0,8,163,0,0,393960,496000,1.0,0.7942741935483871
2320.0,8,114,0,0,297204,496000,1.0,0.5992016129032258
2330.0,8,62,0,0,158577,496000,1.0,0.3197116935483871
2340.0,8,37,0,0,72008,496000,1.0,0.14517741935483872
2350.0,8,47,0,0,85889,496000,1.0,0.1731633064516129
2360.0,8,19,0,0,49084,496000,1.0,0.09895967741935484
2370.0,8,23,0,0,66635,496000,1.0,0.13434475806451612
2380.0,8,76,0,0,242116,496000,1.0,0.48813709677419354
2390.0,8,122,0,0,385296,496000,1.0,0.7768064516129032
