t,replicas,running,queued,parked,kv_used,kv_capacity,gpu_util,kv_util
880.0,8,28,0,20,257980,496000,1.0,0.5201209677419355
890.0,8,26,0,23,265895,496000,1.0,0.5360786290322581
900.0,8,30,0,22,282618,496000,1.0,0.5697943548387097
910.0,8,30,0,24,295192,496000,1.0,0.5951451612903226
920.0,8,31,0,29,293387,496000,1.0,0.5915060483870968
930.0,8,33,0,34,310833,496000,1.0,0.626679435483871
940.0,8,28,0,41,334033,496000,1.0,0.673453629032258
950.0,8,35,0,33,334726,496000,0.875,0.6748508064516129
960.0,8,31,0,37,346550,496000,1.0,0.6986895161290323
970.0,8,31,0,36,355481,496000,1.0,0.716695564516129
980.0,8,31,0,36,373502,496000,0.875,0.7530282258064516
990.0,8,27,0,40,382853,496000,1.0,0.7718810483870968
1000.0,8,34,0,32,323373,496000,1.0,0.6519616935483871
1010.0,8,35,0,27,324512,496000,1.0,0.654258064516129
1020.0,8,27,0,34,351368,496000,1.0,0.7084032258064517
1030.0,8,28,0,30,354100,496000,1.0,0.7139112903225806
1040.0,8,30,0,24,338273,496000,1.0,0.6820020161290322
1050.0,8,29,0,25,354748,496000,1.0,0.7152177419354838
1060.0,8,30,0,21,315447,496000,0.875,0.6359818548387097
1070.0,8,24,0,21,300828,496000,0.875,0.606508064516129
1080.0,8,25,0,17,278023,496000,1.0,0.5605302419354838
1090.0,8,27,0,17,272108,496000,0.875,0.5486048387096775
1100.0,8,30,0,18,272299,496000,1.0,0.5489899193548388
1110.0,8,27,0,25,301092,496000,1.0,0.6070403225806451
1120.0,8,32,0,20,304762,496000,0.875,0.6144395161290322
1130.0,8,28,0,20,267980,496000,1.0,0.5402822580645161
1140.0,8,32,0,19,267698,496000,1.0,0.5397137096774194
1150.0,8,25,0,26,264682,496000,1.0,0.533633064516129
1160.0,8,26,0,24,255626,496000,1.0,0.515375
1170.0,8,22,0,27,255705,496000,0.875,0.5155342741935484
1180.0,8,28,0,20,248903,496000,1.0,0.501820564516129
1190.0,8,30,0,26,284587,496000,1.0,0.5737641129032258
1200.0,8,33,0,29,303854,496000,1.0,0.612608870967742
1210.0,8,42,0,23,314391,496000,1.0,0.6338528225806451
1220.0,8,39,0,29,316413,496000,1.0,0.6379294354838709
1230.0,8,33,0,34,359098,496000,0.875,0.7239879032258064
1240.0,8,32,0,34,347538,496000,1.0,0.7006814516129032
1250.0,8,35,0,29,356948,496000,1.0,0.7196532258064516
1260.0,8,32,0,29,338029,496000,0.875,0.6815100806451613
1270.0,8,33,0,28,332614,496000,1.0,0.6705927419354839
1280.0,8,32,0,26,340285,496000,0.875,0.6860584677419355
1290.0,8,39,0,24,355155,496000,1.0,0.7160383064516129
1300.0,8,42,0,19,334406,496000,1.0,0.6742056451612903
1310.0,8,34,0,24,314897,496000,1.0,0.6348729838709677
1320.0,8,34,0,21,284197,496000,1.0,0.5729778225806451
1330.0,8,32,0,20,279370,496000,1.0,0.5632459677419355
1340.0,8,39,0,16,295807,496000,1.0,0.5963850806451613
1350.0,8,31,0,25,306984,496000,1.0,0.6189193548387096
1360.0,8,31,0,25,315093,496000,1.0,0.6352681451612904
1370.0,8,31,0,27,336500,496000,1.0,0.6784274193548387
1380.0,8,36,0,24,318978,496000,1.0,0.6431008064516129
1390.0,8,40,0,21,322740,496000,1.0,0.6506854838709677
1400.0,8,30,0,31,342849,496000,0.875,0.6912278225806452
1410.0,8,38,0,23,335959,496000,1.0,0.6773366935483871
1420.0,8,39,0,26,290563,496000,1.0,0.5858125
1430.0,8,50,0,22,284892,496000,1.0,0.5743790322580645
1440.0,8,42,0,31,311829,496000,1.0,0.6286875
1450.0,8,51,0,30,315088,496000,1.0,0.635258064516129
1460.0,8,52,0,30,342136,496000,1.0,0.6897903225806452
1470.0,8,48,0,34,358268,496000,1.0,0.7223145161290323
1480.0,8,45,0,33,320859,496000,1.0,0.6468931451612904
1490.0,8,50,0,31,348840,496000,1.0,0.7033064516129032
1500.0,8,40,0,40,329583,496000,0.875,0.6644818548387097
1510.0,8,44,0,37,337417,496000,1.0,0.6802762096774193
1520.0,8,45,0,35,329031,496000,0.875,0.6633689516129032
1530.0,8,42,0,35,298033,496000,1.0,0.6008729838709678
1540.0,8,42,0,34,316091,496000,0.875,0.6372802419354838
1550.0,8,53,0,22,337520,496000,1.0,0.680483870967742
1560.0,8,46,0,28,323324,496000,1.0,0.6518629032258064
1570.0,8,37,0,36,329997,496000,1.0,0.6653165322580645
1580.0,8,38,0,32,357634,496000,1.0,0.7210362903225807
1590.0,8,40,0,31,370643,496000,1.0,0.7472641129032258
1600.0,8,44,0,26,357471,496000,1.0,0.7207076612903226
1610.0,8,34,0,36,348112,496000,1.0,0.7018387096774193
1620.0,8,44,0,25,383806,496000,1.0,0.7738024193548387
1630.0,8,39,0,28,365871,496000,1.0,0.7376431451612904
1640.0,8,35,0,33,366965,496000,1.0,0.7398487903225807
1650.0,8,44,0,25,386068,496000,1.0,0.7783629032258065
1660.0,8,38,0,27,367677,496000,1.0,0.7412842741935484
1670.0,8,36,0,26,352997,496000,0.875,0.7116875
1680.0,8,33,0,27,347139,496000,0.875,0.6998770161290323
1690.0,8,41,0,20,336204,496000,1.0,0.6778306451612903
1700.0,8,43,0,25,309084,496000,1.0,0.6231532258064516
1710.0,8,46,0,23,304503,496000,1.0,0.6139173387096775
1720.0,8,43,0,26,313023,496000,1.0,0.6310947580645161
1730.0,8,46,0,23,343493,496000,1.0,0.6925262096774194
1740.0,8,47,0,26,331865,496000,1.0,0.6690826612903226
1750.0,8,39,0,34,303117,496000,1.0,0.6111229838709678
1760.0,8,42,0,29,313858,496000,1.0,0.6327782258064516
1770.0,8,37,0,31,273492,496000,0.875,0.5513951612903226
1780.0,8,41,0,30,289648,496000,1.0,0.5839677419354838
1790.0,8,47,0,27,282220,496000,1.0,0.568991935483871
1800.0,8,46,0,27,276540,496000,1.0,0.5575403225806451
1810.0,8,54,0,21,291179,496000,1.0,0.5870544354838709
1820.0,8,60,0,20,306105,496000,1.0,0.6171471774193549
1830.0,8,38,0,38,302400,496000,1.0,0.6096774193548387
1840.0,8,42,0,30,323206,496000,0.875,0.651625
1850.0,8,44,0,26,328834,496000,1.0,0.6629717741935484
1860.0,8,42,0,28,334106,496000,1.0,0.6736008064516129
1870.0,8,43,0,25,342387,496000,1.0,0.690296370967742
1880.0,8,42,0,29,362046,496000,1.0,0.7299314516129032
1890.0,8,40,0,29,373472,496000,1.0,0.7529677419354839
1900.0,8,46,0,23,380255,496000,1.0,0.7666431451612903
1910.0,8,46,0,23,388731,496000,1.0,0.7837318548387097
1920.0,8,41,0,27,374067,496000,1.0,0.7541673387096774
1930.0,8,46,0,22,413792,496000,1.0,0.834258064516129
1940.0,8,46,0,18,359819,496000,1.0,0.7254415322580645
1950.0,8,43,0,22,374680,496000,1.0,0.7554032258064516
1960.0,8,49,0,15,369614,496000,1.0,0.7451895161290323
1970.0,8,39,0,21,335274,496000,1.0,0.6759556451612904
1980.0,8,42,0,21,388116,496000,0.875,0.782491935483871
1990.0,8,52,0,20,379687,496000,1.0,0.7654979838709678
2000.0,8,47,0,26,395055,496000,1.0,0.7964818548387097
2010.0,8,41,0,28,407335,496000,1.0,0.8212399193548388
2020.0,8,44,0,24,404966,496000,1.0,0.8164637096774193
2030.0,8,54,0,16,381382,496000,1.0,0.7689153225806452
2040.0,8,48,0,23,392291,496000,1.0,0.7909092741935484
2050.0,8,39,0,31,394441,496000,1.0,0.7952439516129032
2060.0,8,38,0,29,350303,496000,1.0,0.7062560483870968
2070.0,8,41,0,24,328169,496000,1.0,0.6616310483870967
2080.0,8,47,0,23,374657,496000,1.0,0.7553568548387096
2090.0,8,51,0,18,383457,496000,1.0,0.7730987903225807
2100.0,8,44,0,23,384533,496000,1.0,0.7752681451612903
2110.0,8,43,0,21,354874,496000,1.0,0.7154717741935483
2120.0,8,42,0,22,366794,496000,1.0,0.7395040322580645
2130.0,8,48,0,16,389144,496000,1.0,0.7845645161290322
2140.0,8,47,0,15,336271,496000,1.0,0.6779657258064516
2150.0,8,43,0,17,344490,496000,1.0,0.6945362903225807
2160.0,8,42,0,17,366006,496000,1.0,0.7379153225806452
2170.0,8,44,0,13,354975,496000,1.0,0.7156754032258065
2180.0,8,41,0,15,360803,496000,1.0,0.7274254032258064
2190.0,8,51,0,13,358295,496000,1.0,0.7223689516129033
2200.0,8,49,0,18,350643,496000,1.0,0.7069415322580646
2210.0,8,52,0,18,333327,496000,1.0,0.6720302419354839
2220.0,8,47,0,25,329653,496000,1.0,0.6646229838709677
2230.0,8,46,0,25,347849,496000,1.0,0.7013084677419354
2240.0,8,45,0,24,332614,496000,1.0,0.6705927419354839
2250.0,8,47,0,18,303435,496000,1.0,0.6117641129032259
2260.0,8,43,0,21,295830,496000,1.0,0.5964314516129032
2270.0,8,39,0,19,279789,496000,0.875,0.5640907258064516
2280.0,8,35,0,24,278839,496000,1.0,0.5621754032258065
2290.0,8,43,0,23,297482,496000,1.0,0.5997620967741936
2300.0,8,54,0,20,293776,496000,1.0,0.5922903225806452
2310.0,8,48,0,25,301133,496000,1.0,0.6071229838709677
2320.0,8,41,0,30,295250,496000,0.875,0.5952620967741935
2330.0,8,42,0,28,325867,496000,1.0,0.6569899193548387
2340.0,8,44,0,25,340307,496000,1.0,0.6861028225806451
2350.0,8,47,0,17,273454,496000,1.0,0.5513185483870968
2360.0,8,43,0,20,270140,496000,0.875,0.5446370967741936
2370.0,8,38,0,21,254969,496000,0.875,0.5140504032258064
2380.0,8,42,0,18,256234,496000,1.0,0.5166008064516129
2390.0,8,40,0,22,246050,496000,1.0,0.4960685483870968
