t,replicas,running,queued,parked,kv_used,kv_capacity,cache_resident,parked_cached,gpu_util,kv_util
1210.0,8,2,0,43,3453,601728,129536,126083,0.25,0.0057384731971920865
1220.0,8,4,0,46,12252,601728,139098,126846,0.25,0.020361359285258455
1230.0,8,2,0,41,3278,601728,148347,145069,0.125,0.005447644118272708
1240.0,8,4,0,35,28145,601728,152172,124027,0.5,0.04677362529249096
1250.0,8,3,0,27,32789,601728,168900,136111,0.375,0.05449139810678579
1260.0,8,2,0,19,3526,601728,122978,119452,0.25,0.005859790470112742
1270.0,8,1,0,11,17155,601728,56965,39810,0.125,0.028509559136353967
1280.0,8,0,0,6,0,601728,18666,18666,0.0,0.0
1290.0,8,1,0,10,1457,601728,30083,28626,0.125,0.0024213598170602
1300.0,8,1,0,11,11157,601728,37143,25986,0.125,0.01854160019144863
1310.0,8,1,0,11,11157,601728,53663,42506,0.125,0.01854160019144863
1320.0,8,0,0,12,0,601728,62140,62140,0.0,0.0
1330.0,8,1,0,9,30214,601728,51856,21642,0.125,0.0502120559455435
1340.0,8,1,0,14,723,601728,31035,30312,0.125,0.0012015395660497767
1350.0,8,5,0,16,22318,601728,65168,42850,0.375,0.03708984790470113
1360.0,8,3,0,19,8670,601728,84748,76078,0.375,0.014408503509891512
1370.0,8,1,0,25,9880,601728,102007,92127,0.125,0.016419378855562647
1380.0,8,2,0,37,9116,601728,144366,135250,0.25,0.015149702191023186
1390.0,8,3,0,37,4687,601728,145843,141156,0.25,0.00778923367368645
1400.0,8,3,0,35,6508,601728,144240,137732,0.375,0.010815517974898957
1410.0,8,8,0,32,35724,601728,172801,137077,0.75,0.05936901723037651
1420.0,8,5,0,43,6877,601728,192227,185350,0.5,0.011428751861306105
1430.0,8,10,0,51,37290,601728,218148,180858,0.75,0.061971522016592215
1440.0,8,2,0,60,9059,601728,207100,198041,0.25,0.015054975005318017
1450.0,8,4,0,66,12205,601728,233630,221425,0.375,0.020283250904062966
1460.0,8,3,0,65,14346,601728,244448,230102,0.375,0.023841336949585196
1470.0,8,5,0,54,29343,601728,225114,195771,0.375,0.04876455807275048
1480.0,8,4,0,45,22624,601728,217969,195345,0.375,0.0375983833226973
1490.0,8,2,0,41,19306,601728,180811,161505,0.125,0.03208426398638588
1500.0,8,5,0,34,18343,601728,142561,124218,0.5,0.030483873112103807
1510.0,8,4,0,27,21835,601728,104147,82312,0.375,0.03628715964688364
1520.0,8,4,0,20,19788,601728,88039,68251,0.5,0.032885290363752394
1530.0,8,1,0,22,9569,601728,99040,89471,0.125,0.015902534035311635
1540.0,8,1,0,16,8669,601728,89599,80930,0.125,0.014406841629440545
1550.0,8,1,0,12,4784,601728,56591,51807,0.125,0.007950436077430335
1560.0,8,0,0,8,0,601728,38620,38620,0.0,0.0
1570.0,8,0,0,5,0,601728,12269,12269,0.0,0.0
1580.0,8,0,0,4,0,601728,11989,11989,0.0,0.0
1590.0,8,1,0,5,5928,601728,19134,13206,0.125,0.009851627313337588
1600.0,8,2,0,9,6028,601728,22576,16548,0.25,0.010017815358434375
1610.0,8,1,0,16,1416,601728,44527,43111,0.125,0.0023532227185705168
1620.0,8,0,0,17,0,601728,54523,54523,0.0,0.0
1630.0,8,1,0,15,1380,601728,59249,57869,0.125,0.0022933950223356734
1640.0,8,5,0,18,17008,601728,71300,54292,0.625,0.02826526271006169
1650.0,8,1,0,24,8705,601728,79619,70914,0.125,0.014466669325675387
1660.0,8,0,0,18,0,601728,53644,53644,0.0,0.0
1670.0,8,1,0,17,1300,601728,65863,64563,0.125,0.002160444586258243
1680.0,8,2,0,12,7422,601728,40903,33481,0.25,0.012334476707083599
1690.0,8,1,0,17,859,601728,47700,46841,0.125,0.0014275553073814081
1700.0,8,1,0,29,2263,601728,56271,54008,0.125,0.0037608354605403104
1710.0,8,2,0,32,2262,601728,69068,66806,0.125,0.0037591735800893426
1720.0,8,0,0,34,0,601728,83165,83165,0.0,0.0
1730.0,8,4,0,30,32133,601728,103906,71773,0.5,0.05340120453095086
1740.0,8,5,0,41,19809,601728,117812,98003,0.5,0.03292018985322272
1750.0,8,3,0,45,16846,601728,125630,108784,0.375,0.027996038077004893
1760.0,8,1,0,40,10604,601728,123906,113302,0.125,0.01762258030206339
1770.0,8,4,0,33,13330,601728,100680,87350,0.375,0.02215286641140183
1780.0,8,5,0,36,16429,601728,144236,127807,0.5,0.02730303392895129
1790.0,8,3,0,37,13167,601728,144433,131266,0.375,0.021881979897894064
1800.0,8,2,0,30,24049,601728,126219,102170,0.25,0.039966562965326524
1810.0,8,6,0,28,41845,601728,151084,109239,0.625,0.0695413874707509
1820.0,8,6,0,30,17804,601728,154965,137161,0.5,0.02958811954903212
1830.0,8,4,0,29,34242,601728,166086,131844,0.375,0.05690611040204212
1840.0,8,4,0,24,9934,601728,157678,147744,0.5,0.016509120399914912
1850.0,8,0,0,20,0,601728,110942,110942,0.0,0.0
1860.0,8,2,0,13,10402,601728,90292,79890,0.25,0.01728688045096788
1870.0,8,0,0,11,0,601728,85468,85468,0.0,0.0
1880.0,8,1,0,13,2192,601728,75669,73477,0.125,0.003642841948521591
1890.0,8,2,0,12,6411,601728,55026,48615,0.25,0.010654315571155074
1900.0,8,2,0,18,12011,601728,74486,62475,0.25,0.019960846096575197
1910.0,8,4,0,18,13565,601728,77071,63506,0.375,0.02254340831737928
1920.0,8,1,0,20,4710,601728,87694,82984,0.125,0.007827456924058711
1930.0,8,2,0,15,16319,601728,85003,68684,0.25,0.02712022707934482
1940.0,8,2,0,9,9540,601728,62727,53187,0.25,0.015854339502233566
1950.0,8,2,0,11,13942,601728,62054,48112,0.25,0.023169937247394173
1960.0,8,0,0,13,0,601728,55897,55897,0.0,0.0
1970.0,8,1,0,9,6219,601728,29795,23576,0.125,0.010335234524569241
1980.0,8,1,0,16,7635,601728,64616,56981,0.125,0.012688457243139757
1990.0,8,6,0,27,32959,601728,139560,106601,0.5,0.05477391778345033
2000.0,8,2,0,33,15379,601728,162812,147433,0.25,0.025558059455435014
2010.0,8,1,0,32,1957,601728,172197,170240,0.125,0.0032523000425441397
2020.0,8,6,0,30,58977,601728,209694,150717,0.625,0.09801272335673261
2030.0,8,3,0,37,8631,601728,216208,207577,0.375,0.014343690172303766
2040.0,8,4,0,34,38935,601728,218092,179157,0.375,0.06470531535843438
2050.0,8,4,0,28,31858,601728,180553,148695,0.375,0.0529441874069347
2060.0,8,3,0,27,12894,601728,119501,106607,0.375,0.021428286534779833
2070.0,8,4,0,20,4617,601728,104744,100127,0.5,0.007672902042118698
2080.0,8,2,0,28,6166,601728,86809,80643,0.25,0.010247154860667943
2090.0,8,3,0,24,5156,601728,63892,58736,0.375,0.008568655605190385
2100.0,8,4,0,20,15767,601728,62299,46532,0.25,0.026202869070410553
2110.0,8,2,0,16,15164,601728,52636,37472,0.25,0.02520075515847692
2120.0,8,1,0,13,1404,601728,36864,35460,0.125,0.0023332801531589023
2130.0,8,0,0,9,0,601728,29560,29560,0.0,0.0
2140.0,8,0,0,2,0,601728,4320,4320,0.0,0.0
2150.0,8,0,0,2,0,601728,4362,4362,0.0,0.0
2160.0,8,0,0,1,0,601728,4267,4267,0.0,0.0
2170.0,8,0,0,1,0,601728,4267,4267,0.0,0.0
2180.0,8,0,0,2,0,601728,3303,3303,0.0,0.0
2190.0,8,1,0,20,7733,601728,48205,40472,0.125,0.012851321527334609
2200.0,8,3,0,26,4397,601728,67984,63587,0.375,0.007307288342905765
2210.0,8,5,0,32,6332,601728,106482,100150,0.5,0.01052302701552861
2220.0,8,3,0,36,8759,601728,125545,116786,0.375,0.014556410870027653
2230.0,8,2,0,33,4152,601728,123303,119151,0.25,0.006900127632418635
2240.0,8,1,0,26,1532,601728,111220,109688,0.125,0.002546000850882791
2250.0,8,1,0,17,1532,601728,68573,67041,0.125,0.002546000850882791
2260.0,8,0,0,11,0,601728,40283,40283,0.0,0.0
2270.0,8,1,0,8,2497,601728,37674,35177,0.125,0.0041497154860667945
2280.0,8,3,0,9,10474,601728,57464,46990,0.375,0.017406535843437567
2290.0,8,0,0,24,0,601728,68069,68069,0.0,0.0
2300.0,8,2,0,41,3227,601728,103017,99790,0.25,0.005362888215273346
2310.0,8,2,0,41,19336,601728,129289,109953,0.25,0.03213412039991491
2320.0,8,2,0,40,8997,601728,132654,123657,0.25,0.014951938417358009
2330.0,8,3,0,29,10902,601728,92859,81957,0.375,0.018117820676451818
2340.0,8,2,0,25,7296,601728,86039,78743,0.25,0.012125079770261647
2350.0,8,3,0,23,10056,601728,76696,66640,0.25,0.016711869814932993
2360.0,8,4,0,16,6116,601728,62283,56167,0.5,0.010164060838119549
2370.0,8,2,0,11,10878,601728,51560,40682,0.25,0.01807793554562859
2380.0,8,0,0,15,0,601728,31370,31370,0.0,0.0
2390.0,8,2,0,21,953,601728,51633,50680,0.25,0.0015837720697723888
2400.0,8,0,0,19,0,601728,39512,39512,0.0,0.0
