t,replicas,running,queued,parked,kv_used,kv_capacity,cache_resident,parked_cached,gpu_util,kv_util
770.0,8,0,0,14,0,601728,82514,82514,0.0,0.0
780.0,8,0,0,13,0,601728,82692,82692,0.0,0.0
790.0,8,1,0,9,14945,601728,68718,53773,0.125,0.024836803339714955
800.0,8,0,0,7,0,601728,56261,56261,0.0,0.0
810.0,8,2,0,3,23768,601728,42278,18510,0.25,0.039499574558604554
820.0,8,1,0,3,25978,601728,45101,19123,0.125,0.043172330355243566
830.0,8,0,0,2,0,601728,13007,13007,0.0,0.0
840.0,8,0,0,1,0,601728,7199,7199,0.0,0.0
850.0,8,2,0,0,9862,601728,9862,0,0.25,0.016389465007445224
860.0,8,0,0,11,0,601728,18432,18432,0.0,0.0
870.0,8,3,0,29,8885,601728,81547,72662,0.375,0.014765807806849607
880.0,8,3,0,32,10496,601728,130031,119535,0.25,0.01744309721335886
890.0,8,0,0,37,0,601728,147692,147692,0.0,0.0
900.0,8,5,0,35,35341,601728,171737,136396,0.625,0.05873251701765582
910.0,8,0,0,42,0,601728,196221,196221,0.0,0.0
920.0,8,3,0,46,28028,601728,235873,207845,0.375,0.046579185279727715
930.0,8,7,0,50,52746,601728,275821,223075,0.5,0.08765754626675175
940.0,8,3,0,55,13800,601728,311522,297722,0.375,0.022933950223356734
950.0,8,3,0,54,25002,601728,350222,325220,0.25,0.04155033503509892
960.0,8,8,0,43,86771,601728,366147,279376,0.5,0.14420302861093384
970.0,8,6,0,43,38541,601728,350517,311976,0.75,0.06405053446075303
980.0,8,3,0,41,49310,601728,298048,248738,0.25,0.08194732503722613
990.0,8,6,0,34,70372,601728,294634,224262,0.5,0.11694985109551159
1000.0,8,5,0,26,66183,601728,237428,171245,0.625,0.10998823388640715
1010.0,8,3,0,23,19213,601728,199545,180332,0.375,0.03192970910444586
1020.0,8,3,0,19,17477,601728,167424,149947,0.25,0.029044684641565625
1030.0,8,0,0,17,0,601728,104606,104606,0.0,0.0
1040.0,8,1,0,14,3507,601728,103458,99951,0.125,0.005828214741544352
1050.0,8,1,0,12,10944,601728,86929,75985,0.125,0.018187619655392468
1060.0,8,0,0,11,0,601728,79466,79466,0.0,0.0
1070.0,8,0,0,9,0,601728,68562,68562,0.0,0.0
1080.0,8,2,0,7,14545,601728,53102,38557,0.25,0.0241720511593278
1090.0,8,0,0,11,0,601728,54871,54871,0.0,0.0
1100.0,8,3,0,12,18372,601728,58306,39934,0.375,0.030532067645181876
1110.0,8,3,0,16,12824,601728,56989,44165,0.25,0.021311954903212083
1120.0,8,0,0,19,0,601728,64492,64492,0.0,0.0
1130.0,8,1,0,18,141,601728,62295,62154,0.125,0.00023432514358647096
1140.0,8,3,0,23,23889,601728,92859,68970,0.25,0.03970066209317166
1150.0,8,1,0,27,9994,601728,104911,94917,0.125,0.016608833226972985
1160.0,8,3,0,25,4220,601728,114437,110217,0.375,0.00701313550308445
1170.0,8,3,0,24,6196,601728,104806,98610,0.375,0.01029701127419698
1180.0,8,1,0,29,13297,601728,119795,106498,0.125,0.02209802435651989
1190.0,8,4,0,33,19896,601728,157575,137679,0.25,0.033064773452456925
1200.0,8,6,0,35,52470,601728,181216,128746,0.5,0.08719886726228462
1210.0,8,3,0,40,31140,601728,211830,180690,0.375,0.05175095724313976
1220.0,8,4,0,41,39769,601728,240797,201028,0.5,0.06609132365454158
1230.0,8,4,0,38,52505,601728,267389,214884,0.375,0.0872570330780685
1240.0,8,3,0,35,18896,601728,252658,233762,0.25,0.031402893001489046
1250.0,8,0,0,34,0,601728,245843,245843,0.0,0.0
1260.0,8,3,0,29,35899,601728,255136,219237,0.25,0.0596598463092959
1270.0,8,5,0,26,84017,601728,239021,155004,0.5,0.1396262098489683
1280.0,8,2,0,28,37757,601728,221508,183751,0.125,0.06274762018719421
1290.0,8,1,0,29,1694,601728,149635,147941,0.125,0.0028152254839395874
1300.0,8,1,0,27,1954,601728,151481,149527,0.125,0.003247314401191236
1310.0,8,1,0,23,26465,601728,127113,100648,0.125,0.04398166613486492
1320.0,8,2,0,18,5967,601728,119074,113107,0.25,0.009916440650925335
1330.0,8,0,0,12,0,601728,79314,79314,0.0,0.0
1340.0,8,1,0,15,1303,601728,89767,88464,0.125,0.0021654302276111464
1350.0,8,2,0,15,21269,601728,66796,45527,0.25,0.03534653531163582
1360.0,8,3,0,15,26464,601728,75322,48858,0.375,0.04398000425441395
1370.0,8,2,0,18,4340,601728,80724,76384,0.25,0.007212561157200596
1380.0,8,0,0,25,0,601728,88339,88339,0.0,0.0
1390.0,8,2,0,26,1276,601728,111470,110194,0.125,0.0021205594554350136
1400.0,8,3,0,25,24858,601728,117147,92289,0.375,0.04131102425015954
1410.0,8,3,0,28,39681,601728,146915,107234,0.375,0.06594507817485641
1420.0,8,2,0,36,4455,601728,178062,173607,0.25,0.0074036774090619015
1430.0,8,3,0,43,47473,601728,209794,162321,0.375,0.07889445064879813
1440.0,8,2,0,47,8112,601728,229645,221533,0.25,0.013481174218251436
1450.0,8,3,0,52,34305,601728,255972,221667,0.25,0.057010808870453095
1460.0,8,5,0,50,46351,601728,268795,222444,0.5,0.07702982078281216
1470.0,8,3,0,50,14312,601728,271988,257676,0.375,0.023784833014252285
1480.0,8,1,0,48,2245,601728,252381,250136,0.125,0.0037309216124228888
1490.0,8,3,0,48,20481,601728,267352,246871,0.375,0.034036973516273133
1500.0,8,3,0,46,8388,601728,256928,248540,0.375,0.013939853222718571
1510.0,8,4,0,46,40748,601728,275030,234282,0.375,0.06771830461603914
1520.0,8,7,0,39,29078,601728,272204,243126,0.625,0.04832415975324399
1530.0,8,2,0,41,9963,601728,278998,269035,0.25,0.01655731493299298
1540.0,8,2,0,36,14231,601728,262133,247902,0.25,0.02365022069772389
1550.0,8,2,0,32,5962,601728,262422,256460,0.25,0.009908131248670496
1560.0,8,3,0,26,41655,601728,221691,180036,0.375,0.06922563018506701
1570.0,8,0,0,24,0,601728,211226,211226,0.0,0.0
1580.0,8,3,0,18,23969,601728,197140,173171,0.375,0.03983361252924909
1590.0,8,0,0,18,0,601728,159595,159595,0.0,0.0
1600.0,8,1,0,14,5254,601728,135772,130518,0.125,0.008731519889385237
1610.0,8,0,0,15,0,601728,107116,107116,0.0,0.0
1620.0,8,0,0,15,0,601728,111809,111809,0.0,0.0
1630.0,8,0,0,14,0,601728,114545,114545,0.0,0.0
1640.0,8,1,0,16,168,601728,86258,86090,0.125,0.0002791959157626037
1650.0,8,0,0,18,0,601728,87735,87735,0.0,0.0
1660.0,8,1,0,17,32768,601728,96757,63989,0.125,0.05445649861731546
1670.0,8,2,0,14,6137,601728,67473,61336,0.125,0.010198960327589875
1680.0,8,1,0,14,15894,601728,73388,57494,0.125,0.026413927887683472
1690.0,8,1,0,18,1012,601728,84419,83407,0.125,0.0016818230163794937
1700.0,8,0,0,28,0,601728,107125,107125,0.0,0.0
1710.0,8,4,0,25,24656,601728,109730,85074,0.25,0.04097532439906403
1720.0,8,2,0,26,33740,601728,108318,74578,0.25,0.05607184641565624
1730.0,8,2,0,26,8946,601728,101170,92224,0.25,0.014867182514358647
1740.0,8,6,0,28,26338,601728,102776,76438,0.5,0.043770607317592004
1750.0,8,4,0,30,20328,601728,109181,88853,0.25,0.03378270580727505
1760.0,8,1,0,32,560,601728,112254,111694,0.125,0.0009306530525420123
1770.0,8,3,0,30,26464,601728,115111,88647,0.375,0.04398000425441395
1780.0,8,4,0,32,24353,601728,143293,118940,0.375,0.04047177462242076
1790.0,8,1,0,38,3623,601728,158351,154728,0.125,0.006020992873856626
1800.0,8,3,0,35,7974,601728,176529,168555,0.375,0.013251834716017869
1810.0,8,6,0,34,66547,601728,202655,136108,0.375,0.11059315837055946
1820.0,8,3,0,39,38813,601728,222012,183199,0.375,0.0645025659434163
1830.0,8,3,0,37,13087,601728,234721,221634,0.375,0.021749029461816633
1840.0,8,3,0,34,11028,601728,241052,230024,0.375,0.018327217613273772
1850.0,8,3,0,26,17409,601728,219999,202590,0.375,0.02893167677089981
1860.0,8,2,0,25,5381,601728,202103,196722,0.25,0.008942578706658157
1870.0,8,1,0,22,6549,601728,197395,190846,0.125,0.010883655073388641
1880.0,8,2,0,24,8142,601728,211432,203290,0.125,0.013531030631780473
1890.0,8,2,0,23,42362,601728,222861,180499,0.125,0.0704005796639013
1900.0,8,4,0,21,49008,601728,222110,173102,0.375,0.08144543714103382
1910.0,8,2,0,22,6764,601728,183466,176702,0.25,0.011240959370346734
1920.0,8,1,0,20,10143,601728,151090,140947,0.125,0.016856453414167197
1930.0,8,1,0,16,5448,601728,116797,111349,0.125,0.009053924696873005
1940.0,8,1,0,15,30501,601728,136407,105906,0.125,0.05068901563497128
1950.0,8,0,0,16,0,601728,115160,115160,0.0,0.0
1960.0,8,0,0,17,0,601728,130944,130944,0.0,0.0
1970.0,8,1,0,16,3787,601728,139934,136147,0.125,0.006293541267815358
1980.0,8,3,0,16,41109,601728,130751,89642,0.375,0.06831824345883855
1990.0,8,6,0,19,49790,601728,127464,77674,0.625,0.0827450276536907
2000.0,8,1,0,24,8878,601728,127222,118344,0.125,0.014754174643692832
2010.0,8,0,0,25,0,601728,138267,138267,0.0,0.0
2020.0,8,1,0,26,1514,601728,154831,153317,0.125,0.0025160870027653693
2030.0,8,3,0,24,14648,601728,152675,138027,0.375,0.024343224845777493
2040.0,8,4,0,24,37464,601728,166198,128734,0.375,0.06226068921506062
2050.0,8,2,0,26,25196,601728,187149,161953,0.25,0.04187273984258669
2060.0,8,1,0,28,8298,601728,190725,182427,0.125,0.013790283982131462
2070.0,8,4,0,23,18514,601728,201047,182533,0.375,0.030768054669219315
2080.0,8,2,0,31,5504,601728,225723,220219,0.25,0.009146990002127207
2090.0,8,0,0,33,0,601728,249930,249930,0.0,0.0
2100.0,8,5,0,27,59975,601728,262962,202987,0.375,0.09967128004679855
2110.0,8,6,0,25,76898,601728,257618,180720,0.625,0.12779528291852799
2120.0,8,3,0,20,31775,601728,192674,160899,0.375,0.05280625132950436
2130.0,8,0,0,22,0,601728,176484,176484,0.0,0.0
2140.0,8,1,0,20,4559,601728,173412,168853,0.125,0.007576512975962561
2150.0,8,3,0,14,45256,601728,114880,69624,0.25,0.07521006168900234
2160.0,8,1,0,14,30603,601728,103179,72576,0.125,0.050858527440970004
2170.0,8,1,0,11,6820,601728,84764,77944,0.125,0.011334024675600936
2180.0,8,0,0,9,0,601728,70356,70356,0.0,0.0
2190.0,8,2,0,15,4207,601728,44233,40026,0.25,0.0069915310572218675
2200.0,8,1,0,16,1116,601728,36886,35770,0.125,0.0018546585832801533
2210.0,8,2,0,19,1452,601728,49126,47674,0.25,0.0024130504148053606
2220.0,8,1,0,21,1646,601728,61976,60330,0.125,0.002735455222293129
2230.0,8,3,0,20,11734,601728,75702,63968,0.375,0.019500505211657096
2240.0,8,4,0,19,27276,601728,85985,58709,0.375,0.045329451180599875
2250.0,8,5,0,16,11105,601728,75144,64039,0.5,0.0184551824079983
2260.0,8,0,0,20,0,601728,74735,74735,0.0,0.0
2270.0,8,1,0,19,2734,601728,80729,77995,0.125,0.004543581152946181
2280.0,8,4,0,18,16255,601728,100830,84575,0.375,0.027013866730482877
2290.0,8,2,0,25,8883,601728,103581,94698,0.25,0.01476248404594767
2300.0,8,1,0,33,3082,601728,108149,105067,0.125,0.005121915549883004
2310.0,8,2,0,28,8454,601728,100203,91749,0.25,0.01404953733248245
2320.0,8,5,0,23,20190,601728,106147,85957,0.625,0.03355336630504148
2330.0,8,2,0,24,9486,601728,105985,96499,0.25,0.0157645979578813
2340.0,8,3,0,22,23614,601728,103372,79758,0.25,0.0392436449691555
2350.0,8,0,0,27,0,601728,113136,113136,0.0,0.0
2360.0,8,3,0,22,3007,601728,110735,107728,0.25,0.004997274516060413
2370.0,8,3,0,22,14769,601728,125097,110328,0.375,0.02454431238034461
2380.0,8,0,0,28,0,601728,145498,145498,0.0,0.0
2390.0,8,4,0,27,15130,601728,136917,121787,0.375,0.025144251223144013
2400.0,8,4,0,22,15589,601728,104235,88646,0.5,0.025907054350138268
