rep,model,cold_start_s
0,/root/autodl-tmp/models/Qwen2.5-14B-Instruct,38.16258392855525
1,/root/autodl-tmp/models/Qwen2.5-14B-Instruct,38.141478864476085
2,/root/autodl-tmp/models/Qwen2.5-14B-Instruct,38.161470936611295
